user_id,date,notifications_sent,notifications_dismissed
u_022,2026-07-08,9,1
u_022,2026-07-09,11,1
u_022,2026-07-10,9,2
u_022,2026-07-11,4,1
u_022,2026-07-12,3,0
u_022,2026-07-13,9,1
u_022,2026-07-14,9,1
u_022,2026-07-15,11,1
u_022,2026-07-16,9,1
u_022,2026-07-17,9,1
u_023,2026-07-04,3,1
u_023,2026-07-05,4,2
u_023,2026-07-06,7,3
u_023,2026-07-07,7,2
u_023,2026-07-08,7,3
u_023,2026-07-09,7,2
u_023,2026-07-10,7,2
u_023,2026-07-11,4,2
u_023,2026-07-12,4,2
u_023,2026-07-13,6,2
u_023,2026-07-14,7,3
u_023,2026-07-15,7,2
u_023,2026-07-16,7,2
u_023,2026-07-17,7,3
u_024,2026-07-04,5,1
u_024,2026-07-05,6,1
u_024,2026-07-06,8,3
u_024,2026-07-07,8,2
u_024,2026-07-08,8,1
u_024,2026-07-09,8,3
u_024,2026-07-10,8,2
u_024,2026-07-11,7,1
u_024,2026-07-12,5,2
u_024,2026-07-13,8,2
u_024,2026-07-14,7,1
u_024,2026-07-15,8,3
u_024,2026-07-16,8,2
u_024,2026-07-17,10,1
u_025,2026-07-04,9,4
u_025,2026-07-05,9,4
u_025,2026-07-06,5,1
u_025,2026-07-07,4,2
u_025,2026-07-08,4,2
u_025,2026-07-09,4,1
u_025,2026-07-10,4,2
u_025,2026-07-11,9,4
u_025,2026-07-12,11,3
u_025,2026-07-13,4,2
u_025,2026-07-14,4,1
u_025,2026-07-15,3,1
u_025,2026-07-16,4,2
u_025,2026-07-17,4,1
u_026,2026-07-04,3,1
u_026,2026-07-05,3,2
u_026,2026-07-06,6,3
u_026,2026-07-07,5,2
u_026,2026-07-08,6,4
u_026,2026-07-09,6,3
u_026,2026-07-10,6,2
u_026,2026-07-11,3,2
u_026,2026-07-12,3,2
u_026,2026-07-13,6,2
u_026,2026-07-14,6,4
u_026,2026-07-15,6,3
u_026,2026-07-16,5,2
u_026,2026-07-17,6,3
u_027,2026-07-04,6,3
u_027,2026-07-05,6,2
u_027,2026-07-06,9,5
u_027,2026-07-07,9,4
u_027,2026-07-08,8,2
u_027,2026-07-09,9,5
u_027,2026-07-10,9,4
u_027,2026-07-11,6,2
u_027,2026-07-12,6,4
u_027,2026-07-13,9,4
u_027,2026-07-14,9,3
u_027,2026-07-15,9,5
u_027,2026-07-16,9,4
u_027,2026-07-17,8,2
u_028,2026-07-04,8,3
u_028,2026-07-05,9,2
u_028,2026-07-06,9,2
u_028,2026-07-07,9,3
u_028,2026-07-08,9,3
u_028,2026-07-09,10,2
u_028,2026-07-10,9,3
u_028,2026-07-11,9,2
u_028,2026-07-12,7,1
u_028,2026-07-13,9,3
u_028,2026-07-14,9,3
u_028,2026-07-15,11,2
u_028,2026-07-16,9,3
u_028,2026-07-17,9,3
u_029,2026-07-04,12,4
u_029,2026-07-05,13,5
u_029,2026-07-06,9,5
u_029,2026-07-07,10,3
u_029,2026-07-08,11,4
u_029,2026-07-09,12,5
u_029,2026-07-10,13,5
u_029,2026-07-11,9,3
u_029,2026-07-12,10,4
u_029,2026-07-13,11,5
u_029,2026-07-14,12,5
u_029,2026-07-15,13,3
u_029,2026-07-16,9,4
u_029,2026-07-17,10,4
u_030,2026-07-04,6,2
u_030,2026-07-05,6,1
u_030,2026-07-06,7,3
u_030,2026-07-07,7,2
u_030,2026-07-08,7,1
u_030,2026-07-09,7,3
u_030,2026-07-10,7,2
u_030,2026-07-11,5,1
u_030,2026-07-12,6,3
u_030,2026-07-13,7,2
u_030,2026-07-14,7,1
u_030,2026-07-15,7,3
u_030,2026-07-16,7,2
u_030,2026-07-17,7,1
u_031,2026-07-04,3,3
u_031,2026-07-05,3,3
u_031,2026-07-06,10,2
u_031,2026-07-07,8,4
u_031,2026-07-08,8,3
u_031,2026-07-09,8,2
u_031,2026-07-10,8,4
u_031,2026-07-11,3,3
u_031,2026-07-12,4,3
u_031,2026-07-13,8,4
u_031,2026-07-14,8,3
u_031,2026-07-15,8,2
u_031,2026-07-16,8,4
u_031,2026-07-17,8,3
u_032,2026-07-04,4,0
u_032,2026-07-05,5,1
u_032,2026-07-06,8,1
u_032,2026-07-07,8,1
u_032,2026-07-08,8,2
u_032,2026-07-09,8,1
u_032,2026-07-10,8,1
u_032,2026-07-11,5,1
u_032,2026-07-12,5,1
u_032,2026-07-13,7,0
u_032,2026-07-14,8,1
u_032,2026-07-15,8,1
u_032,2026-07-16,8,1
u_032,2026-07-17,8,1
u_033,2026-07-04,11,5
u_033,2026-07-05,12,6
u_033,2026-07-06,13,7
u_033,2026-07-07,9,4
u_033,2026-07-08,10,5
u_033,2026-07-09,11,6
u_033,2026-07-10,12,7
u_033,2026-07-11,13,4
u_033,2026-07-12,9,5
u_033,2026-07-13,10,6
u_033,2026-07-14,11,7
u_033,2026-07-15,12,4
u_033,2026-07-16,13,5
u_033,2026-07-17,9,6
u_034,2026-07-04,2,2
u_034,2026-07-05,2,2
u_034,2026-07-06,6,1
u_034,2026-07-07,7,2
u_034,2026-07-08,7,2
u_034,2026-07-09,9,2
u_034,2026-07-10,7,2
u_034,2026-07-11,2,2
u_034,2026-07-12,2,1
u_034,2026-07-13,7,2
u_034,2026-07-14,7,1
u_034,2026-07-15,8,1
u_034,2026-07-16,7,2
u_034,2026-07-17,7,1
u_035,2026-07-04,15,3
u_035,2026-07-05,13,4
u_035,2026-07-06,8,2
u_035,2026-07-07,7,0
u_035,2026-07-08,8,2
u_035,2026-07-09,8,2
u_035,2026-07-10,10,1
u_035,2026-07-11,13,4
u_035,2026-07-12,13,3
u_035,2026-07-13,8,1
u_035,2026-07-14,8,2
u_035,2026-07-15,8,1
u_035,2026-07-16,9,1
u_035,2026-07-17,8,2
u_036,2026-07-04,4,2
u_036,2026-07-05,4,1
u_036,2026-07-06,5,3
u_036,2026-07-07,5,2
u_036,2026-07-08,4,1
u_036,2026-07-09,5,3
u_036,2026-07-10,5,2
u_036,2026-07-11,4,1
u_036,2026-07-12,4,3
u_036,2026-07-13,5,2
u_036,2026-07-14,5,1
u_036,2026-07-15,5,3
u_036,2026-07-16,5,2
u_036,2026-07-17,4,1
u_037,2026-07-04,7,5
u_037,2026-07-05,7,4
u_037,2026-07-06,4,3
u_037,2026-07-07,2,2
u_037,2026-07-08,2,2
u_037,2026-07-09,1,1
u_037,2026-07-10,2,2
u_037,2026-07-11,7,4
u_037,2026-07-12,9,4
u_037,2026-07-13,2,2
u_037,2026-07-14,2,2
u_037,2026-07-15,2,2
u_037,2026-07-16,2,2
u_037,2026-07-17,2,2
u_038,2026-07-04,10,4
u_038,2026-07-05,10,6
u_038,2026-07-06,5,2
u_038,2026-07-07,7,2
u_038,2026-07-08,5,3
u_038,2026-07-09,5,2
u_038,2026-07-10,4,1
u_038,2026-07-11,10,6
u_038,2026-07-12,10,5
u_038,2026-07-13,7,2
u_038,2026-07-14,5,3
u_038,2026-07-15,5,2
u_038,2026-07-16,5,1
u_038,2026-07-17,5,3
u_039,2026-07-04,3,3
u_039,2026-07-05,3,2
u_039,2026-07-06,8,4
u_039,2026-07-07,8,3
u_039,2026-07-08,10,2
u_039,2026-07-09,8,4
u_039,2026-07-10,8,3
u_039,2026-07-11,2,2
u_039,2026-07-12,3,3
u_039,2026-07-13,8,3
u_039,2026-07-14,10,2
u_039,2026-07-15,8,4
u_039,2026-07-16,8,3
u_039,2026-07-17,8,2
u_040,2026-07-04,13,4
u_040,2026-07-05,9,5
u_040,2026-07-06,10,6
u_040,2026-07-07,11,7
u_040,2026-07-08,12,4
u_040,2026-07-09,13,5
u_040,2026-07-10,9,6
u_040,2026-07-11,10,7
u_040,2026-07-12,11,4
u_040,2026-07-13,12,5
u_040,2026-07-14,13,6
u_040,2026-07-15,9,7
u_040,2026-07-16,10,4
u_040,2026-07-17,11,5
u_041,2026-07-04,3,2
u_041,2026-07-05,2,2
u_041,2026-07-06,5,4
u_041,2026-07-07,5,3
u_041,2026-07-08,5,5
u_041,2026-07-09,5,4
u_041,2026-07-10,7,4
u_041,2026-07-11,2,2
u_041,2026-07-12,2,2
u_041,2026-07-13,4,3
u_041,2026-07-14,5,5
u_041,2026-07-15,5,4
u_041,2026-07-16,7,4
u_041,2026-07-17,5,5
u_042,2026-07-04,5,1
u_042,2026-07-05,6,1
u_042,2026-07-06,8,1
u_042,2026-07-07,8,1
u_042,2026-07-08,8,0
u_042,2026-07-09,8,1
u_042,2026-07-10,8,1
u_042,2026-07-11,7,0
u_042,2026-07-12,5,1
u_042,2026-07-13,8,1
u_042,2026-07-14,7,0
u_042,2026-07-15,8,1
u_042,2026-07-16,8,1
u_042,2026-07-17,10,1
u_043,2026-07-04,4,1
u_043,2026-07-05,4,1
u_043,2026-07-06,8,1
u_043,2026-07-07,7,2
u_043,2026-07-08,7,1
u_043,2026-07-09,7,1
u_043,2026-07-10,7,2
u_043,2026-07-11,4,1
u_043,2026-07-12,6,1
u_043,2026-07-13,7,1
u_043,2026-07-14,7,1
u_043,2026-07-15,6,1
u_043,2026-07-16,7,1
u_043,2026-07-17,7,1
u_044,2026-07-04,5,1
u_044,2026-07-05,5,2
u_044,2026-07-06,8,2
u_044,2026-07-07,9,1
u_044,2026-07-08,8,2
u_044,2026-07-09,8,2
u_044,2026-07-10,8,1
u_044,2026-07-11,5,2
u_044,2026-07-12,5,1
u_044,2026-07-13,10,1
u_044,2026-07-14,8,2
u_044,2026-07-15,8,2
u_044,2026-07-16,7,0
u_044,2026-07-17,8,2
u_045,2026-07-04,4,1
u_045,2026-07-05,4,1
u_045,2026-07-06,7,3
u_045,2026-07-07,7,2
u_045,2026-07-08,8,1
u_045,2026-07-09,7,3
u_045,2026-07-10,7,2
u_045,2026-07-11,4,1
u_045,2026-07-12,4,2
u_045,2026-07-13,7,2
u_045,2026-07-14,9,2
u_045,2026-07-15,7,3
u_045,2026-07-16,7,2
u_045,2026-07-17,6,1
u_046,2026-07-04,3,2
u_046,2026-07-05,3,2
u_046,2026-07-06,6,2
u_046,2026-07-07,6,3
u_046,2026-07-08,6,2
u_046,2026-07-09,7,2
u_046,2026-07-10,6,3
u_046,2026-07-11,3,2
u_046,2026-07-12,3,1
u_046,2026-07-13,6,3
u_046,2026-07-14,6,2
u_046,2026-07-15,8,2
u_046,2026-07-16,6,3
u_046,2026-07-17,6,2
u_047,2026-07-04,8,1
u_047,2026-07-05,6,3
u_047,2026-07-06,9,3
u_047,2026-07-07,9,2
u_047,2026-07-08,9,4
u_047,2026-07-09,9,3
u_047,2026-07-10,10,2
u_047,2026-07-11,6,3
u_047,2026-07-12,6,2
u_047,2026-07-13,9,2
u_047,2026-07-14,9,3
u_047,2026-07-15,9,3
u_047,2026-07-16,11,2
u_047,2026-07-17,9,3
u_048,2026-07-04,5,2
u_048,2026-07-05,7,1
u_048,2026-07-06,8,4
u_048,2026-07-07,8,3
u_048,2026-07-08,8,2
u_048,2026-07-09,8,4
u_048,2026-07-10,8,3
u_048,2026-07-11,6,1
u_048,2026-07-12,5,3
u_048,2026-07-13,8,3
u_048,2026-07-14,8,2
u_048,2026-07-15,8,4
u_048,2026-07-16,8,3
u_048,2026-07-17,10,2
u_049,2026-07-04,2,2
u_049,2026-07-05,2,2
u_049,2026-07-06,7,4
u_049,2026-07-07,5,4
u_049,2026-07-08,5,4
u_049,2026-07-09,5,3
u_049,2026-07-10,5,4
u_049,2026-07-11,2,2
u_049,2026-07-12,3,2
u_049,2026-07-13,5,4
u_049,2026-07-14,5,4
u_049,2026-07-15,5,3
u_049,2026-07-16,5,4
u_049,2026-07-17,5,4
u_050,2026-07-04,4,1
u_050,2026-07-05,5,3
u_050,2026-07-06,8,3
u_050,2026-07-07,10,3
u_050,2026-07-08,8,4
u_050,2026-07-09,8,3
u_050,2026-07-10,8,2
u_050,2026-07-11,5,3
u_050,2026-07-12,5,2
u_050,2026-07-13,9,3
u_050,2026-07-14,8,4
u_050,2026-07-15,8,3
u_050,2026-07-16,8,2
u_050,2026-07-17,8,4
u_051,2026-07-04,4,4
u_051,2026-07-05,3,2
u_051,2026-07-06,7,5
u_051,2026-07-07,7,4
u_051,2026-07-08,9,4
u_051,2026-07-09,7,5
u_051,2026-07-10,7,4
u_051,2026-07-11,4,3
u_051,2026-07-12,4,4
u_051,2026-07-13,7,4
u_051,2026-07-14,8,4
u_051,2026-07-15,7,5
u_051,2026-07-16,7,4
u_051,2026-07-17,7,4
u_052,2026-07-04,5,1
u_052,2026-07-05,5,1
u_052,2026-07-06,7,0
u_052,2026-07-07,8,1
u_052,2026-07-08,8,1
u_052,2026-07-09,10,0
u_052,2026-07-10,8,1
u_052,2026-07-11,5,0
u_052,2026-07-12,5,0
u_052,2026-07-13,8,1
u_052,2026-07-14,8,1
u_052,2026-07-15,9,0
u_052,2026-07-16,8,1
u_052,2026-07-17,8,1
u_053,2026-07-04,6,1
u_053,2026-07-05,4,1
u_053,2026-07-06,7,1
u_053,2026-07-07,6,1
u_053,2026-07-08,7,1
u_053,2026-07-09,7,1
u_053,2026-07-10,9,1
u_053,2026-07-11,4,1
u_053,2026-07-12,4,1
u_053,2026-07-13,7,1
u_053,2026-07-14,7,1
u_053,2026-07-15,7,1
u_053,2026-07-16,8,1
u_053,2026-07-17,7,1
u_054,2026-07-04,3,1
u_054,2026-07-05,5,1
u_054,2026-07-06,6,2
u_054,2026-07-07,6,2
u_054,2026-07-08,5,1
u_054,2026-07-09,6,2
u_054,2026-07-10,6,2
u_054,2026-07-11,5,1
u_054,2026-07-12,3,1
u_054,2026-07-13,6,1
u_054,2026-07-14,6,1
u_054,2026-07-15,6,2
u_054,2026-07-16,6,1
u_054,2026-07-17,7,1
